Plant_ID,Plant_Type,Leaf_Color,Leaf_Spot_Size,Humidity,Temperature,Disease_Status
4352,Cucumber,Green,5.88,50.13,19.25,Healthy
4353,Cucumber,Green,5.73,40.96,19.08,Healthy
4354,Potato,Green,5.96,57.97,25.69,Healthy
4355,Cucumber,Green,6.26,41.46,34.18,Healthy
4356,Cucumber,Yellowish,6.89,77.78,37.65,Severe Infection
4357,Tomato,Yellowish,7.59,78.16,24.73,Severe Infection
4358,Pepper,Green,3.43,44.26,29.28,Healthy
4359,Tomato,Yellowish,7.77,73.12,25.09,Mild Infection
4360,Potato,Dark Green,6.73,76.32,35.8,Severe Infection
4361,Cucumber,Yellowish,0.19,92.27,24.6,Healthy
4362,Pepper,Green,2.1,41.82,38.99,Healthy
4363,Pepper,Dark Green,6.21,82.6,22.79,Severe Infection
4364,Tomato,Dark Green,9.21,66.6,18.32,Mild Infection
4365,Cucumber,Yellowish,1.57,75.53,23.12,Healthy
4366,Tomato,Dark Green,3.09,72.65,34.61,Mild Infection
4367,Pepper,Green,2.92,62.3,39.65,Healthy
4368,Pepper,Green,2.52,59.5,30.42,Healthy
4369,Pepper,Yellowish,9.47,88.33,22.33,Severe Infection
4370,Potato,Green,5.46,73.75,22.91,Mild Infection
4371,Tomato,Green,3.04,56.59,22.14,Healthy
4372,Potato,Green,5.13,71.6,29.33,Mild Infection
4373,Tomato,Yellowish,1.97,47.17,32.16,Healthy
4374,Tomato,Green,3.66,49.07,20.74,Healthy
4375,Potato,Green,0.18,52.01,19.2,Healthy
4376,Tomato,Dark Green,5.11,49.47,27.48,Healthy
4377,Pepper,Green,1.83,63.36,25.52,Healthy
4378,Cucumber,Dark Green,2.26,65.69,33.08,Healthy
4379,Potato,Yellowish,2.24,88.79,24.05,Healthy
4380,Pepper,Green,4.89,84.94,27.86,Mild Infection
4381,Potato,Yellowish,0.98,44.31,30.62,Healthy
4382,Cucumber,Dark Green,2.39,91.73,38.96,Healthy
4383,Tomato,Green,2.71,66.07,37.27,Healthy
4384,Tomato,Green,3.16,48.94,25.69,Healthy
4385,Potato,Green,4.58,77.43,24.59,Mild Infection
4386,Tomato,Yellowish,4.05,52.93,32.35,Healthy
4387,Potato,Dark Green,9.1,45.91,18.37,Healthy
4388,Pepper,Dark Green,0.77,40.39,35.72,Healthy
4389,Pepper,Dark Green,0.84,77.34,23.21,Healthy
4390,Potato,Green,9.64,47.47,39.5,Healthy
4391,Cucumber,Green,2.72,56.47,20.2,Healthy
4392,Pepper,Dark Green,3.42,60.81,19.94,Mild Infection
4393,Potato,Yellowish,1.67,74.63,27.16,Healthy
4394,Cucumber,Yellowish,0.7,85.15,24.19,Healthy
4395,Tomato,Yellowish,4.97,71.94,38.43,Mild Infection
4396,Potato,Green,7.32,64.52,33.59,Mild Infection
4397,Pepper,Yellowish,0.71,59.87,32.02,Healthy
4398,Potato,Dark Green,4.75,69.41,39.92,Mild Infection
4399,Potato,Green,8.91,58.96,26.59,Healthy
4400,Cucumber,Green,9.1,79.32,23.47,Severe Infection
4401,Potato,Green,6.44,74.47,18.63,Mild Infection
4402,Tomato,Yellowish,1.73,64.73,25.6,Healthy
4403,Potato,Dark Green,8.52,48.94,39.11,Healthy
4404,Tomato,Yellowish,1.44,62.37,34.77,Healthy
4405,Pepper,Yellowish,4.55,41.1,30.91,Healthy
4406,Cucumber,Dark Green,7.18,40.41,27.3,Healthy
4407,Pepper,Green,8.13,80.27,23.13,Severe Infection
4408,Potato,Green,5.78,64.21,19.52,Mild Infection
4409,Tomato,Dark Green,5.41,80.64,18.64,Mild Infection
4410,Tomato,Yellowish,9.12,78.56,19.23,Severe Infection
4411,Tomato,Yellowish,1.31,67.91,27.71,Healthy
4412,Potato,Green,0.01,87.79,37.9,Healthy
4413,Potato,Yellowish,0.82,79.56,31.61,Healthy
4414,Potato,Green,4.63,53.77,36.3,Healthy
4415,Potato,Yellowish,8.99,91.42,32.02,Severe Infection
4416,Cucumber,Yellowish,4.59,48.22,38.46,Healthy
4417,Potato,Green,4.68,56.63,19.12,Healthy
4418,Tomato,Green,1.25,91.35,38.52,Healthy
4419,Pepper,Yellowish,3.59,41.55,36.81,Healthy
4420,Cucumber,Green,3.06,79.32,27.46,Mild Infection
4421,Cucumber,Green,4.8,93.05,24.37,Mild Infection
4422,Tomato,Yellowish,1.0,40.27,27.08,Healthy
4423,Tomato,Dark Green,2.21,41.36,26.95,Healthy
4424,Potato,Yellowish,2.39,77.66,22.67,Healthy
4425,Potato,Yellowish,0.2,62.61,23.16,Healthy
4426,Potato,Green,3.39,93.11,25.51,Mild Infection
4427,Pepper,Dark Green,1.47,77.41,36.16,Healthy
4428,Pepper,Dark Green,0.45,83.45,31.56,Healthy
4429,Pepper,Dark Green,7.7,56.99,26.11,Healthy
4430,Tomato,Green,4.06,62.02,38.84,Mild Infection
4431,Cucumber,Green,3.41,76.98,33.16,Mild Infection
4432,Pepper,Yellowish,8.05,83.52,22.42,Severe Infection
4433,Potato,Green,0.5,55.9,38.95,Healthy
4434,Tomato,Dark Green,6.45,69.57,30.67,Mild Infection
4435,Tomato,Yellowish,1.43,92.82,18.98,Healthy
4436,Potato,Green,5.99,40.79,19.09,Healthy
4437,Potato,Green,7.14,92.43,37.87,Severe Infection
4438,Tomato,Dark Green,7.66,76.7,20.76,Severe Infection
4439,Potato,Dark Green,5.37,57.79,36.02,Healthy
4440,Tomato,Green,0.84,51.72,31.37,Healthy
4441,Pepper,Dark Green,2.53,44.01,31.79,Healthy
4442,Pepper,Dark Green,5.02,84.98,39.54,Mild Infection
4443,Cucumber,Dark Green,6.69,87.65,29.46,Severe Infection
4444,Cucumber,Dark Green,0.01,54.34,24.53,Healthy
4445,Tomato,Dark Green,0.79,90.46,34.82,Healthy
4446,Cucumber,Green,6.16,45.6,18.35,Healthy
4447,Cucumber,Yellowish,0.97,89.66,33.33,Healthy
4448,Tomato,Dark Green,8.02,57.6,34.79,Healthy
4449,Potato,Yellowish,2.89,62.98,18.98,Healthy
4450,Pepper,Dark Green,1.06,78.52,34.7,Healthy
4451,Tomato,Green,5.14,84.8,38.6,Mild Infection
4452,Tomato,Dark Green,8.48,69.46,26.67,Mild Infection
4453,Pepper,Green,0.55,84.3,25.45,Healthy
4454,Cucumber,Dark Green,7.26,72.33,38.56,Mild Infection
4455,Pepper,Yellowish,5.28,89.96,31.3,Mild Infection
4456,Tomato,Dark Green,3.05,53.14,38.88,Healthy
4457,Potato,Green,0.35,65.34,24.76,Healthy
4458,Cucumber,Yellowish,3.57,69.93,30.14,Mild Infection
4459,Tomato,Green,2.58,93.1,26.3,Healthy
4460,Tomato,Dark Green,2.06,65.18,34.71,Healthy
4461,Cucumber,Green,7.76,41.16,27.22,Healthy
4462,Tomato,Yellowish,7.42,71.01,22.51,Mild Infection
4463,Pepper,Green,8.74,86.89,22.36,Severe Infection
4464,Potato,Yellowish,9.06,79.75,25.02,Severe Infection
4465,Potato,Green,1.24,68.56,23.16,Healthy
4466,Cucumber,Green,3.22,72.08,34.16,Mild Infection
4467,Cucumber,Dark Green,4.94,47.0,38.12,Healthy
4468,Pepper,Dark Green,1.14,76.96,19.14,Healthy
4469,Pepper,Yellowish,7.87,94.97,35.65,Severe Infection
4470,Cucumber,Dark Green,2.85,56.5,21.33,Healthy
4471,Tomato,Green,0.77,81.6,29.87,Healthy
4472,Potato,Yellowish,1.12,75.11,33.39,Healthy
4473,Pepper,Dark Green,9.81,69.31,28.37,Mild Infection
4474,Cucumber,Green,0.95,46.49,34.64,Healthy
4475,Potato,Dark Green,1.75,62.2,39.86,Healthy
4476,Cucumber,Yellowish,1.87,42.77,19.38,Healthy
4477,Pepper,Green,1.36,80.88,33.91,Healthy
4478,Potato,Green,2.49,48.51,24.63,Healthy
4479,Tomato,Green,4.07,54.01,28.76,Healthy
4480,Pepper,Yellowish,0.53,43.08,21.13,Healthy
4481,Pepper,Green,5.12,43.0,36.4,Healthy
4482,Potato,Dark Green,1.98,70.89,21.76,Healthy
4483,Potato,Yellowish,1.16,72.64,22.62,Healthy
4484,Cucumber,Dark Green,7.88,41.21,35.66,Healthy
4485,Pepper,Dark Green,1.01,54.13,20.04,Healthy
4486,Potato,Dark Green,6.39,94.99,18.05,Severe Infection
4487,Cucumber,Green,9.55,90.63,20.06,Severe Infection
4488,Cucumber,Yellowish,6.5,62.14,38.24,Mild Infection
4489,Pepper,Green,3.16,90.97,28.64,Mild Infection
4490,Cucumber,Dark Green,2.44,88.88,33.24,Healthy
4491,Cucumber,Green,5.2,45.77,23.89,Healthy
4492,Pepper,Yellowish,3.62,40.84,35.17,Healthy
4493,Cucumber,Yellowish,6.28,60.17,20.33,Mild Infection
4494,Potato,Dark Green,3.9,94.23,35.18,Mild Infection
4495,Pepper,Dark Green,1.74,90.12,30.19,Healthy
4496,Potato,Dark Green,6.51,86.37,32.17,Severe Infection
4497,Pepper,Yellowish,0.95,89.17,38.24,Healthy
4498,Potato,Yellowish,6.07,80.73,34.65,Severe Infection
4499,Cucumber,Green,0.86,83.86,33.84,Healthy
4500,Pepper,Yellowish,0.18,49.57,25.42,Healthy
4501,Pepper,Yellowish,6.73,42.05,38.19,Healthy
4502,Potato,Green,5.2,88.56,28.41,Mild Infection
4503,Tomato,Green,0.51,65.41,37.87,Healthy
4504,Potato,Yellowish,9.41,58.75,37.79,Healthy
4505,Potato,Green,8.36,76.54,27.96,Severe Infection
4506,Cucumber,Yellowish,6.07,82.63,31.68,Severe Infection
4507,Potato,Yellowish,7.62,85.48,30.38,Severe Infection
4508,Pepper,Green,1.02,64.44,21.12,Healthy
4509,Cucumber,Green,7.45,44.68,24.66,Healthy
4510,Potato,Yellowish,6.98,79.48,39.84,Severe Infection
4511,Pepper,Dark Green,3.12,44.58,33.94,Healthy
4512,Pepper,Yellowish,3.82,66.69,35.11,Mild Infection
4513,Potato,Green,5.26,60.69,26.08,Mild Infection
4514,Cucumber,Yellowish,6.71,59.9,29.53,Healthy
4515,Cucumber,Green,7.24,55.26,38.54,Healthy
4516,Tomato,Dark Green,6.18,75.62,18.64,Severe Infection
4517,Tomato,Green,0.81,70.02,25.91,Healthy
4518,Potato,Green,4.67,92.29,26.99,Mild Infection
4519,Tomato,Green,5.38,42.07,33.78,Healthy
4520,Pepper,Green,1.68,53.37,34.38,Healthy
4521,Cucumber,Dark Green,2.47,65.34,24.3,Healthy
4522,Tomato,Yellowish,8.25,74.95,35.73,Mild Infection
4523,Pepper,Dark Green,2.68,62.78,33.35,Healthy
4524,Cucumber,Yellowish,1.49,49.64,18.22,Healthy
4525,Pepper,Dark Green,9.55,64.57,27.85,Mild Infection
4526,Potato,Green,8.48,57.12,22.6,Healthy
4527,Cucumber,Green,2.57,69.79,31.85,Healthy
4528,Cucumber,Yellowish,0.6,74.77,29.08,Healthy
4529,Potato,Green,9.12,58.61,38.58,Healthy
4530,Pepper,Green,8.28,42.17,34.31,Healthy
4531,Cucumber,Dark Green,5.3,88.94,31.21,Mild Infection
4532,Tomato,Yellowish,6.29,53.57,28.11,Healthy
4533,Pepper,Dark Green,5.65,80.84,24.15,Mild Infection
4534,Potato,Green,1.41,80.0,31.94,Healthy
4535,Cucumber,Dark Green,4.41,67.4,25.25,Mild Infection
4536,Potato,Green,2.04,77.63,37.41,Healthy
4537,Cucumber,Green,0.24,76.32,29.5,Healthy
4538,Potato,Green,2.08,56.46,34.46,Healthy
4539,Cucumber,Yellowish,4.25,61.78,22.38,Mild Infection
4540,Cucumber,Green,2.69,80.44,35.54,Healthy
4541,Cucumber,Yellowish,5.87,47.55,25.4,Healthy
4542,Tomato,Dark Green,7.84,80.16,26.52,Severe Infection
4543,Potato,Dark Green,2.52,49.95,34.16,Healthy
4544,Tomato,Green,5.53,82.61,30.37,Mild Infection
4545,Tomato,Dark Green,2.69,46.94,29.65,Healthy
4546,Cucumber,Yellowish,1.44,76.12,22.36,Healthy
4547,Potato,Yellowish,2.88,74.23,27.48,Healthy
4548,Cucumber,Dark Green,0.33,42.73,20.08,Healthy
4549,Pepper,Dark Green,7.21,73.03,19.37,Mild Infection
4550,Pepper,Dark Green,6.91,77.69,39.6,Severe Infection
4551,Potato,Green,7.02,92.15,28.71,Severe Infection
4552,Tomato,Yellowish,7.66,43.88,38.55,Healthy
4553,Pepper,Dark Green,5.47,64.7,35.52,Mild Infection
4554,Pepper,Dark Green,5.4,81.46,31.68,Mild Infection
4555,Cucumber,Green,3.6,80.02,31.86,Mild Infection
4556,Cucumber,Yellowish,2.69,93.37,20.47,Healthy
4557,Cucumber,Yellowish,6.04,63.34,33.72,Mild Infection
4558,Potato,Yellowish,9.66,62.59,22.79,Mild Infection
4559,Tomato,Yellowish,7.8,41.42,22.88,Healthy
4560,Potato,Yellowish,0.1,44.4,28.44,Healthy
4561,Cucumber,Yellowish,9.15,84.42,34.97,Severe Infection
4562,Pepper,Yellowish,7.83,77.57,19.15,Severe Infection
4563,Cucumber,Dark Green,2.33,83.95,29.19,Healthy
4564,Tomato,Yellowish,1.56,79.99,39.58,Healthy
4565,Pepper,Yellowish,6.76,65.94,39.12,Mild Infection
4566,Tomato,Green,0.8,80.14,34.18,Healthy
4567,Cucumber,Green,1.16,87.21,23.12,Healthy
4568,Potato,Green,8.68,52.12,38.36,Healthy
4569,Pepper,Green,6.23,43.37,33.72,Healthy
4570,Potato,Green,5.19,70.74,25.4,Mild Infection
4571,Tomato,Green,2.41,78.3,32.78,Healthy
4572,Potato,Yellowish,5.86,58.38,29.48,Healthy
4573,Cucumber,Yellowish,3.66,81.86,33.69,Mild Infection
4574,Pepper,Dark Green,2.4,81.52,39.01,Healthy
4575,Potato,Green,1.55,50.11,30.69,Healthy
4576,Cucumber,Dark Green,3.86,78.34,30.32,Mild Infection
4577,Tomato,Dark Green,0.79,70.92,18.13,Healthy
4578,Cucumber,Green,9.2,44.28,33.55,Healthy
4579,Cucumber,Green,8.82,60.38,30.52,Mild Infection
4580,Tomato,Dark Green,6.69,80.68,19.91,Severe Infection
4581,Potato,Green,1.91,65.89,19.08,Healthy
4582,Pepper,Green,3.84,64.97,24.64,Mild Infection
4583,Pepper,Green,1.18,81.19,23.99,Healthy
4584,Cucumber,Green,5.51,89.61,27.82,Mild Infection
4585,Pepper,Yellowish,2.58,68.61,28.44,Healthy
4586,Cucumber,Dark Green,1.95,89.48,35.2,Healthy
4587,Pepper,Dark Green,6.73,73.3,19.26,Mild Infection
4588,Potato,Dark Green,4.23,76.45,30.98,Mild Infection
4589,Cucumber,Yellowish,6.52,56.81,29.54,Healthy
4590,Pepper,Dark Green,2.86,82.19,39.4,Healthy
4591,Potato,Yellowish,4.38,59.01,34.35,Healthy
4592,Cucumber,Yellowish,6.39,76.62,29.54,Severe Infection
4593,Cucumber,Green,0.85,89.88,30.92,Healthy
4594,Cucumber,Dark Green,4.95,81.6,35.47,Mild Infection
4595,Pepper,Yellowish,7.24,67.36,23.79,Mild Infection
4596,Potato,Yellowish,1.98,89.07,27.48,Healthy
4597,Potato,Green,4.18,49.81,23.27,Healthy
4598,Potato,Yellowish,2.96,57.63,20.97,Healthy
4599,Potato,Green,7.96,84.46,26.54,Severe Infection
4600,Tomato,Yellowish,7.93,91.3,26.68,Severe Infection
4601,Potato,Green,0.42,75.55,37.21,Healthy
4602,Cucumber,Yellowish,5.23,71.42,31.36,Mild Infection
4603,Potato,Dark Green,8.76,42.39,23.74,Healthy
4604,Pepper,Yellowish,5.3,40.97,29.37,Healthy
4605,Potato,Yellowish,2.08,56.36,33.0,Healthy
4606,Potato,Yellowish,2.84,84.17,27.14,Healthy
4607,Cucumber,Dark Green,3.56,80.75,32.56,Mild Infection
4608,Potato,Dark Green,7.45,56.21,30.57,Healthy
4609,Cucumber,Yellowish,8.18,56.65,28.11,Healthy
4610,Tomato,Green,3.39,53.45,23.0,Healthy
4611,Tomato,Green,1.3,64.13,22.8,Healthy
4612,Pepper,Green,2.44,48.47,33.52,Healthy
4613,Cucumber,Green,8.89,72.52,37.51,Mild Infection
4614,Potato,Green,7.87,41.93,30.65,Healthy
4615,Cucumber,Green,4.74,70.23,36.87,Mild Infection
4616,Cucumber,Dark Green,1.55,40.61,27.17,Healthy
4617,Tomato,Green,2.38,91.91,18.08,Healthy
4618,Potato,Green,6.39,82.03,35.38,Severe Infection
4619,Pepper,Green,4.34,80.56,37.41,Mild Infection
4620,Pepper,Yellowish,1.14,94.99,33.95,Healthy
4621,Cucumber,Green,9.63,72.3,21.83,Mild Infection
4622,Pepper,Green,4.65,49.77,38.13,Healthy
4623,Tomato,Green,0.65,72.9,31.24,Healthy
4624,Potato,Green,5.2,69.92,30.32,Mild Infection
4625,Tomato,Yellowish,5.11,54.54,24.32,Healthy
4626,Cucumber,Dark Green,8.07,42.74,31.27,Healthy
4627,Potato,Dark Green,5.88,40.83,24.88,Healthy
4628,Pepper,Dark Green,5.99,63.44,30.15,Mild Infection
4629,Cucumber,Green,9.41,62.0,35.12,Mild Infection
4630,Potato,Green,3.04,70.28,36.17,Mild Infection
4631,Tomato,Green,2.86,57.43,28.28,Healthy
4632,Pepper,Yellowish,5.27,57.21,20.16,Healthy
4633,Tomato,Dark Green,4.64,46.08,22.83,Healthy
4634,Pepper,Yellowish,8.24,85.0,39.07,Severe Infection
4635,Tomato,Yellowish,0.55,49.88,20.19,Healthy
4636,Pepper,Green,5.35,67.98,19.2,Mild Infection
4637,Potato,Green,8.0,72.87,35.81,Mild Infection
4638,Potato,Yellowish,2.34,82.36,34.45,Healthy
4639,Potato,Dark Green,9.62,68.47,20.74,Mild Infection
4640,Cucumber,Dark Green,9.19,44.9,29.25,Healthy
4641,Potato,Green,6.19,48.61,26.07,Healthy
4642,Tomato,Yellowish,1.67,93.24,38.12,Healthy
4643,Potato,Dark Green,1.94,44.7,38.01,Healthy
4644,Potato,Yellowish,0.72,64.69,31.18,Healthy
4645,Potato,Yellowish,7.81,91.23,37.99,Severe Infection
4646,Tomato,Dark Green,2.75,57.99,31.82,Healthy
4647,Cucumber,Yellowish,9.09,74.86,19.58,Mild Infection
4648,Pepper,Yellowish,3.03,44.27,29.71,Healthy
4649,Tomato,Green,9.58,49.88,30.72,Healthy
4650,Pepper,Green,3.4,44.56,31.64,Healthy
4651,Cucumber,Yellowish,1.91,63.91,22.24,Healthy
4652,Cucumber,Dark Green,2.06,54.61,34.88,Healthy
4653,Pepper,Yellowish,9.37,87.0,18.11,Severe Infection
4654,Cucumber,Green,6.59,86.31,28.62,Severe Infection
4655,Tomato,Yellowish,7.56,66.24,36.37,Mild Infection
4656,Tomato,Dark Green,8.02,46.14,20.54,Healthy
4657,Potato,Dark Green,8.59,66.49,32.97,Mild Infection
4658,Cucumber,Yellowish,3.56,81.96,34.84,Mild Infection
4659,Cucumber,Green,9.03,84.06,26.3,Severe Infection
4660,Cucumber,Green,6.48,43.2,38.39,Healthy
4661,Potato,Yellowish,5.31,81.53,32.79,Mild Infection
4662,Potato,Yellowish,1.72,84.67,37.05,Healthy
4663,Cucumber,Yellowish,6.49,42.18,26.87,Healthy
4664,Tomato,Dark Green,4.27,57.63,20.06,Healthy
4665,Pepper,Yellowish,5.69,64.51,19.09,Mild Infection
4666,Potato,Dark Green,5.93,81.65,24.72,Mild Infection
4667,Potato,Green,2.9,40.26,19.59,Healthy
4668,Cucumber,Dark Green,9.73,48.09,33.64,Healthy
4669,Cucumber,Dark Green,0.93,53.36,37.98,Healthy
4670,Tomato,Dark Green,7.03,69.74,32.9,Mild Infection
4671,Pepper,Green,9.54,69.22,26.79,Mild Infection
4672,Pepper,Dark Green,8.43,56.4,20.78,Healthy
4673,Tomato,Green,1.99,76.33,28.36,Healthy
4674,Potato,Dark Green,2.93,75.34,36.7,Healthy
4675,Tomato,Yellowish,1.32,60.85,25.78,Healthy
4676,Pepper,Dark Green,3.53,67.98,33.86,Mild Infection
4677,Tomato,Dark Green,0.4,65.99,37.3,Healthy
4678,Cucumber,Dark Green,2.41,41.71,38.83,Healthy
4679,Potato,Yellowish,5.8,44.59,38.43,Healthy
4680,Tomato,Dark Green,6.22,90.14,25.6,Severe Infection
4681,Pepper,Green,7.67,50.27,36.29,Healthy
4682,Tomato,Green,1.01,59.04,36.39,Healthy
4683,Potato,Green,2.8,53.78,35.73,Healthy
4684,Potato,Yellowish,2.41,67.73,37.04,Healthy
4685,Cucumber,Yellowish,5.51,59.6,34.45,Healthy
4686,Tomato,Dark Green,6.04,92.78,35.44,Severe Infection
4687,Tomato,Yellowish,3.83,42.2,39.66,Healthy
4688,Cucumber,Yellowish,5.86,76.67,24.25,Mild Infection
4689,Tomato,Green,2.65,64.52,36.39,Healthy
4690,Cucumber,Green,5.91,87.46,23.85,Mild Infection
4691,Pepper,Green,3.83,48.28,38.52,Healthy
4692,Cucumber,Green,4.48,83.74,20.98,Mild Infection
4693,Tomato,Green,2.73,56.65,28.29,Healthy
4694,Potato,Dark Green,5.56,88.83,28.01,Mild Infection
4695,Potato,Dark Green,2.84,65.31,18.33,Healthy
4696,Cucumber,Dark Green,3.38,74.86,27.9,Mild Infection
4697,Cucumber,Dark Green,5.22,53.33,38.34,Healthy
4698,Cucumber,Yellowish,5.04,74.27,19.64,Mild Infection
4699,Tomato,Yellowish,7.38,75.06,30.25,Severe Infection
4700,Pepper,Yellowish,0.33,65.3,24.55,Healthy
4701,Tomato,Yellowish,0.86,74.02,24.82,Healthy
4702,Cucumber,Green,1.27,90.78,33.16,Healthy
4703,Cucumber,Dark Green,0.44,72.59,36.38,Healthy
4704,Potato,Yellowish,2.01,88.94,18.2,Healthy
4705,Cucumber,Yellowish,0.67,73.74,23.76,Healthy
4706,Potato,Green,4.16,53.46,37.39,Healthy
4707,Potato,Green,1.91,90.51,26.98,Healthy
4708,Cucumber,Green,0.66,89.94,35.7,Healthy
4709,Potato,Green,1.22,71.45,37.96,Healthy
4710,Cucumber,Dark Green,4.82,88.37,27.02,Mild Infection
4711,Cucumber,Dark Green,9.45,55.3,25.14,Healthy
4712,Pepper,Dark Green,1.62,65.35,32.77,Healthy
4713,Cucumber,Dark Green,6.26,80.62,37.07,Severe Infection
4714,Pepper,Green,1.33,46.95,38.81,Healthy
4715,Cucumber,Yellowish,7.2,54.56,38.54,Healthy
4716,Cucumber,Dark Green,3.06,67.81,19.7,Mild Infection
4717,Pepper,Green,8.2,53.16,24.17,Healthy
4718,Pepper,Dark Green,7.31,67.97,25.01,Mild Infection
4719,Tomato,Green,8.65,80.54,19.54,Severe Infection
4720,Tomato,Yellowish,6.24,64.12,31.44,Mild Infection
4721,Pepper,Dark Green,9.05,81.59,24.07,Severe Infection
4722,Pepper,Yellowish,0.97,60.81,34.49,Healthy
4723,Potato,Green,2.11,94.54,34.95,Healthy
4724,Potato,Green,7.8,52.85,27.01,Healthy
4725,Tomato,Dark Green,1.76,66.29,28.37,Healthy
4726,Tomato,Green,1.13,54.01,38.12,Healthy
4727,Potato,Dark Green,8.87,81.67,35.81,Severe Infection
4728,Cucumber,Green,2.65,52.35,28.24,Healthy
4729,Pepper,Yellowish,1.13,47.45,29.4,Healthy
4730,Tomato,Yellowish,4.07,50.1,23.56,Healthy
4731,Pepper,Dark Green,8.72,91.9,37.86,Severe Infection
4732,Tomato,Dark Green,5.66,48.11,31.46,Healthy
4733,Tomato,Green,9.46,91.57,38.07,Severe Infection
4734,Potato,Green,8.95,47.24,24.65,Healthy
4735,Cucumber,Green,9.47,87.26,20.42,Severe Infection
4736,Potato,Yellowish,0.46,40.51,27.73,Healthy
4737,Tomato,Yellowish,6.13,58.62,28.42,Healthy
4738,Pepper,Dark Green,8.19,76.4,27.55,Severe Infection
4739,Cucumber,Yellowish,8.25,72.99,33.3,Mild Infection
4740,Potato,Yellowish,1.69,66.41,29.78,Healthy
4741,Cucumber,Green,9.29,64.21,36.33,Mild Infection
4742,Pepper,Dark Green,9.82,61.72,23.59,Mild Infection
4743,Potato,Green,1.9,64.45,23.64,Healthy
4744,Potato,Dark Green,0.79,40.02,35.73,Healthy
4745,Pepper,Yellowish,3.55,61.24,28.67,Mild Infection
4746,Tomato,Dark Green,0.23,93.02,32.11,Healthy
4747,Cucumber,Dark Green,0.95,88.13,24.63,Healthy
4748,Tomato,Green,0.54,73.33,30.55,Healthy
4749,Pepper,Green,8.57,69.01,36.15,Mild Infection
4750,Cucumber,Green,7.22,92.16,36.53,Severe Infection
4751,Cucumber,Dark Green,1.61,45.84,28.84,Healthy
4752,Potato,Yellowish,3.64,48.72,28.72,Healthy
4753,Potato,Green,2.75,47.1,27.47,Healthy
4754,Tomato,Green,8.33,42.23,38.1,Healthy
4755,Tomato,Dark Green,9.67,83.41,18.69,Severe Infection
4756,Pepper,Green,0.66,56.68,25.98,Healthy
4757,Tomato,Dark Green,3.21,73.38,20.64,Mild Infection
4758,Tomato,Dark Green,4.03,52.79,31.37,Healthy
4759,Pepper,Dark Green,6.62,84.74,34.34,Severe Infection
4760,Pepper,Yellowish,5.54,45.38,30.68,Healthy
4761,Pepper,Green,9.93,43.09,19.78,Healthy
4762,Cucumber,Yellowish,9.61,90.71,22.29,Severe Infection
4763,Pepper,Dark Green,5.13,78.16,28.77,Mild Infection
4764,Potato,Yellowish,7.07,65.02,28.36,Mild Infection
4765,Pepper,Yellowish,4.96,58.11,18.93,Healthy
4766,Cucumber,Green,9.85,49.26,34.73,Healthy
4767,Tomato,Dark Green,7.04,50.84,37.26,Healthy
4768,Tomato,Yellowish,3.73,86.73,28.56,Mild Infection
4769,Tomato,Green,9.01,71.85,22.16,Mild Infection
4770,Potato,Dark Green,6.04,74.83,20.19,Mild Infection
4771,Tomato,Green,4.03,44.33,29.6,Healthy
4772,Pepper,Yellowish,1.75,44.91,27.48,Healthy
4773,Potato,Green,3.25,70.86,33.12,Mild Infection
4774,Tomato,Dark Green,4.24,93.67,24.3,Mild Infection
4775,Cucumber,Yellowish,5.37,41.36,35.83,Healthy
4776,Cucumber,Green,8.95,43.39,21.57,Healthy
4777,Potato,Yellowish,6.91,53.74,19.44,Healthy
4778,Pepper,Dark Green,2.17,62.25,26.0,Healthy
4779,Cucumber,Yellowish,5.97,93.39,21.87,Mild Infection
4780,Potato,Yellowish,3.05,59.57,29.35,Healthy
4781,Cucumber,Dark Green,1.93,87.52,24.57,Healthy
4782,Cucumber,Dark Green,1.88,73.89,27.76,Healthy
4783,Cucumber,Green,5.27,48.17,30.19,Healthy
4784,Cucumber,Yellowish,7.03,43.03,37.53,Healthy
4785,Tomato,Yellowish,8.18,50.09,27.5,Healthy
4786,Tomato,Yellowish,0.05,68.63,36.94,Healthy
4787,Cucumber,Green,4.51,90.15,35.06,Mild Infection
4788,Potato,Yellowish,8.42,92.56,34.99,Severe Infection
4789,Tomato,Yellowish,1.95,49.25,36.34,Healthy
4790,Potato,Green,4.97,65.23,32.89,Mild Infection
4791,Tomato,Yellowish,9.61,55.99,39.64,Healthy
4792,Potato,Yellowish,6.11,94.8,36.6,Severe Infection
4793,Pepper,Dark Green,8.68,89.58,30.26,Severe Infection
4794,Cucumber,Yellowish,2.91,85.82,33.36,Healthy
4795,Tomato,Dark Green,5.83,56.97,18.44,Healthy
4796,Tomato,Green,5.44,86.96,21.08,Mild Infection
4797,Tomato,Yellowish,7.25,45.23,19.19,Healthy
4798,Pepper,Yellowish,8.78,79.4,23.49,Severe Infection
4799,Cucumber,Green,9.33,92.68,37.44,Severe Infection
4800,Pepper,Dark Green,2.72,78.14,21.75,Healthy
4801,Cucumber,Green,2.13,43.99,36.71,Healthy
4802,Cucumber,Yellowish,1.25,69.86,36.32,Healthy
4803,Tomato,Dark Green,4.15,70.63,38.82,Mild Infection
4804,Potato,Dark Green,2.24,70.88,22.09,Healthy
4805,Tomato,Yellowish,4.88,92.89,34.93,Mild Infection
